Zipcode,City,County,State,Country,Timezone
81621-8332,Basalt,Eagle,CO,US,US/Mountain
81625-1202,Craig,Moffat,CO,US,US/Mountain
82636,Evansville,Natrona,WY,US,US/Mountain
83642-5933,Meridian,Ada,ID,US,US/Mountain
84003-2587,American Fork,Utah,UT,US,US/Mountain
84010-7016,Bountiful,Davis,UT,US,US/Mountain
84020-9682,Draper,Salt Lake,UT,US,US/Mountain
84032-9604,Heber City,Wasatch,UT,US,US/Mountain
84088-9035,West Jordan,Salt Lake,UT,US,US/Mountain
84088-9221,West Jordan,Salt Lake,UT,US,US/Mountain
84107-2728,Salt Lake City,Salt Lake,UT,US,US/Mountain
84109-2729,Salt Lake City,Salt Lake,UT,US,US/Mountain
84401-0249,Ogden,Weber,UT,US,US/Mountain
84401-0957,Ogden,Weber,UT,US,US/Mountain
84401-1940,Ogden,Weber,UT,US,US/Mountain
84403-1827,Ogden,Weber,UT,US,US/Mountain
84511,Blanding,San Juan,UT,US,US/Mountain
85009-4901,Phoenix,Maricopa,AZ,US,US/Mountain
85020-1838,Phoenix,Maricopa,AZ,US,US/Mountain
85021-6803,Phoenix,Maricopa,AZ,US,US/Mountain
85021-7729,Phoenix,Maricopa,AZ,US,US/Mountain
85029-5203,Phoenix,Maricopa,AZ,US,US/Mountain
85032-5836,Phoenix,Maricopa,AZ,US,US/Mountain
85042-7976,Phoenix,Maricopa,AZ,US,US/Mountain
85051-3929,Phoenix,Maricopa,AZ,US,US/Mountain
85203-1100,Mesa,Maricopa,AZ,US,US/Mountain
85206-3702,Mesa,Maricopa,AZ,US,US/Mountain
85224-4912,Chandler,Maricopa,AZ,US,US/Mountain
85253-2918,Paradise Valley,Maricopa,AZ,US,US/Mountain
85254-2411,Scottsdale,Maricopa,AZ,US,US/Mountain
85283-3283,Tempe,Maricopa,AZ,US,US/Mountain
85301-2135,Glendale,Maricopa,AZ,US,US/Mountain
85302-3631,Glendale,Maricopa,AZ,US,US/Mountain
85302-5818,Glendale,Maricopa,AZ,US,US/Mountain
85303-2703,Glendale,Maricopa,AZ,US,US/Mountain
85321-9782,Ajo,Pima,AZ,US,US/Mountain
85345-5917,Peoria,Maricopa,AZ,US,US/Mountain
85543-9996,Pima,Graham,AZ,US,US/Mountain
85648,Rio Rico,Santa Cruz,AZ,US,US/Mountain
85704-3750,Tucson,Pima,AZ,US,US/Mountain
85705-1074,Tucson,Pima,AZ,US,US/Mountain
85705-5641,Tucson,Pima,AZ,US,US/Mountain
85706-5838,Tucson,Pima,AZ,US,US/Mountain
85713-1804,Tucson,Pima,AZ,US,US/Mountain
85718-6137,Tucson,Pima,AZ,US,US/Mountain
85719-1806,Tucson,Pima,AZ,US,US/Mountain
85730-2408,Tucson,Pima,AZ,US,US/Mountain
85747-5525,Tucson,Pima,AZ,US,US/Mountain
86301-3120,Prescott,Yavapai,AZ,US,US/Mountain
88348-9608,San Patricio,Lincoln,NM,US,US/Mountain
59330,Glendive,Dawson,MT,US,US/Mountain
79849-7459,San Elizario,El Paso,TX,US,US/Mountain
79907-6021,El Paso,El Paso,TX,US,US/Mountain
79925-1115,El Paso,El Paso,TX,US,US/Mountain
79925-1416,El Paso,El Paso,TX,US,US/Mountain
79932,El Paso,El Paso,TX,US,US/Mountain
79936-7604,El Paso,El Paso,TX,US,US/Mountain
80019,Aurora,Adams,CO,US,US/Mountain
80022-3138,Commerce City,Adams,CO,US,US/Mountain
80210-1617,Denver,Denver,CO,US,US/Mountain
80211-3216,Denver,Denver,CO,US,US/Mountain
80211-4523,Denver,Denver,CO,US,US/Mountain
80212-7059,Wheat Ridge,Jefferson,CO,US,US/Mountain
80229-4026,Thornton,Adams,CO,US,US/Mountain
80538-9240,Loveland,Larimer,CO,US,US/Mountain
80550-3112,Windsor,Weld,CO,US,US/Mountain
80757,Woodrow,Washington,CO,US,US/Mountain
80829-2426,Manitou Springs,El Paso,CO,US,US/Mountain
80904-2428,Colorado Springs,El Paso,CO,US,US/Mountain
80911,Colorado Springs,El Paso,CO,US,US/Mountain
84057-2811,Orem,Utah,UT,US,US/Mountain
84057-6101,Orem,Utah,UT,US,US/Mountain
84102-2911,Salt Lake City,Salt Lake,UT,US,US/Mountain
84107-7375,Salt Lake City,Salt Lake,UT,US,US/Mountain
84113-5027,Salt Lake City,Salt Lake,UT,US,US/Mountain
84302-3772,Brigham City,Box Elder,UT,US,US/Mountain
84401-9866,West Haven,Weber,UT,US,US/Mountain
85003,Phoenix,Maricopa,AZ,US,US/Mountain
85007-2930,Phoenix,Maricopa,AZ,US,US/Mountain
85007-3715,Phoenix,Maricopa,AZ,US,US/Mountain
85009-1707,Phoenix,Maricopa,AZ,US,US/Mountain
85009-3534,Phoenix,Maricopa,AZ,US,US/Mountain
85013-3006,Phoenix,Maricopa,AZ,US,US/Mountain
85014-1503,Phoenix,Maricopa,AZ,US,US/Mountain
85016-4501,Phoenix,Maricopa,AZ,US,US/Mountain
85016-8101,Phoenix,Maricopa,AZ,US,US/Mountain
85017-4252,Phoenix,Maricopa,AZ,US,US/Mountain
85031-3946,Phoenix,Maricopa,AZ,US,US/Mountain
85040-8711,Phoenix,Maricopa,AZ,US,US/Mountain
85043-3318,Phoenix,Maricopa,AZ,US,US/Mountain
85050-3223,Phoenix,Maricopa,AZ,US,US/Mountain
85201-3505,Mesa,Maricopa,AZ,US,US/Mountain
85234-3508,Gilbert,Maricopa,AZ,US,US/Mountain
85302-5017,Glendale,Maricopa,AZ,US,US/Mountain
85342-9883,Morristown,Maricopa,AZ,US,US/Mountain
85345-5901,Peoria,Maricopa,AZ,US,US/Mountain
85374-3995,Surprise,Maricopa,AZ,US,US/Mountain
85543-9579,Pima,Graham,AZ,US,US/Mountain
85706-4122,Tucson,Pima,AZ,US,US/Mountain
85710-5732,Tucson,Pima,AZ,US,US/Mountain
85711-1348,Tucson,Pima,AZ,US,US/Mountain
85712-1209,Tucson,Pima,AZ,US,US/Mountain
85712-3234,Tucson,Pima,AZ,US,US/Mountain
85719-4211,Tucson,Pima,AZ,US,US/Mountain
85730-1275,Tucson,Pima,AZ,US,US/Mountain
85743-9071,Tucson,Pima,AZ,US,US/Mountain
85745-3000,Tucson,Pima,AZ,US,US/Mountain
87107-3638,Albuquerque,Bernalillo,NM,US,US/Mountain
89029-1209,Laughlin,Clark,NV,US,US/Mountain
58601,Dickinson,Stark,ND,US,US/Mountain
59901-8613,Kalispell,Flathead,MT,US,US/Mountain
79902-4231,El Paso,El Paso,TX,US,US/Mountain
79905-1709,El Paso,El Paso,TX,US,US/Mountain
79905-3330,El Paso,El Paso,TX,US,US/Mountain
79936-2008,El Paso,El Paso,TX,US,US/Mountain
79936-5759,El Paso,El Paso,TX,US,US/Mountain
79936-7912,El Paso,El Paso,TX,US,US/Mountain
80002-1816,Arvada,Jefferson,CO,US,US/Mountain
80016-3001,Centennial,Arapahoe,CO,US,US/Mountain
80020-1847,Broomfield,Broomfield,CO,US,US/Mountain
80204-4317,Denver,Denver,CO,US,US/Mountain
80205-2201,Denver,Denver,CO,US,US/Mountain
80216-3573,Denver,Denver,CO,US,US/Mountain
80223-3867,Denver,Denver,CO,US,US/Mountain
80229-7009,Denver,Adams,CO,US,US/Mountain
80239-5301,Denver,Adams,CO,US,US/Mountain
80737,Julesburg,Sedgwick,CO,US,US/Mountain
80904-4026,Colorado Springs,El Paso,CO,US,US/Mountain
80909-5621,Colorado Springs,El Paso,CO,US,US/Mountain
80915-3123,Colorado Springs,El Paso,CO,US,US/Mountain
81003-3717,Pueblo,Pueblo,CO,US,US/Mountain
81067-9512,Rocky Ford,Otero,CO,US,US/Mountain
81154-9834,South Fork,Rio Grande,CO,US,US/Mountain
82081,Meriden,Laramie,WY,US,US/Mountain
82639,Kaycee,Johnson,WY,US,US/Mountain
84010-8727,Bountiful,Davis,UT,US,US/Mountain
84028-9716,Garden City,Rich,UT,US,US/Mountain
84043-2845,Lehi,Utah,UT,US,US/Mountain
84058-5422,Orem,Utah,UT,US,US/Mountain
84060-7302,Park City,Summit,UT,US,US/Mountain
84067-2915,Roy,Weber,UT,US,US/Mountain
84087-1670,Woods Cross,Davis,UT,US,US/Mountain
84104-4117,Salt Lake City,Salt Lake,UT,US,US/Mountain
84107-3955,Salt Lake City,Salt Lake,UT,US,US/Mountain
84116-2708,Salt Lake City,Salt Lake,UT,US,US/Mountain
84118-4700,Salt Lake City,Salt Lake,UT,US,US/Mountain
84119-3822,West Valley City,Salt Lake,UT,US,US/Mountain
84401-2739,Ogden,Weber,UT,US,US/Mountain
84401-9649,West Haven,Weber,UT,US,US/Mountain
84657-7778,Sigurd,Sevier,UT,US,US/Mountain
85004-1818,Phoenix,Maricopa,AZ,US,US/Mountain
85009-4560,Phoenix,Maricopa,AZ,US,US/Mountain
85009-5244,Phoenix,Maricopa,AZ,US,US/Mountain
85009-6610,Phoenix,Maricopa,AZ,US,US/Mountain
85016-7508,Phoenix,Maricopa,AZ,US,US/Mountain
85035-4535,Phoenix,Maricopa,AZ,US,US/Mountain
85043-3521,Phoenix,Maricopa,AZ,US,US/Mountain
85204-2110,Mesa,Maricopa,AZ,US,US/Mountain
85204-5142,Mesa,Maricopa,AZ,US,US/Mountain
85234-3708,Gilbert,Maricopa,AZ,US,US/Mountain
85284-1552,Tempe,Maricopa,AZ,US,US/Mountain
85301-4035,Glendale,Maricopa,AZ,US,US/Mountain
85301-4616,Glendale,Maricopa,AZ,US,US/Mountain
85301-5403,Glendale,Maricopa,AZ,US,US/Mountain
85303-5201,Glendale,Maricopa,AZ,US,US/Mountain
85323-5309,Avondale,Maricopa,AZ,US,US/Mountain
85339-1812,Laveen,Maricopa,AZ,US,US/Mountain
85364-8544,Yuma,Yuma,AZ,US,US/Mountain
85374,Surprise,Maricopa,AZ,US,US/Mountain
85383-5606,Peoria,Maricopa,AZ,US,US/Mountain
85392-5648,Avondale,Maricopa,AZ,US,US/Mountain
85701-1835,Tucson,Pima,AZ,US,US/Mountain
85713,Tucson,Pima,AZ,US,US/Mountain
85713-5466,Tucson,Pima,AZ,US,US/Mountain
85716-2011,Tucson,Pima,AZ,US,US/Mountain
85716-4822,Tucson,Pima,AZ,US,US/Mountain
85719-3665,Tucson,Pima,AZ,US,US/Mountain
85730-1107,Tucson,Pima,AZ,US,US/Mountain
85749-9125,Tucson,Pima,AZ,US,US/Mountain
87045,Prewitt,McKinley,NM,US,US/Mountain
87104-1403,Albuquerque,Bernalillo,NM,US,US/Mountain
87111,Albuquerque,Bernalillo,NM,US,US/Mountain
59632,Boulder,Jefferson,MT,US,US/Mountain
79904-1310,El Paso,El Paso,TX,US,US/Mountain
79907-5917,El Paso,El Paso,TX,US,US/Mountain
79938-8016,El Paso,El Paso,TX,US,US/Mountain
80031-4117,Westminster,Adams,CO,US,US/Mountain
80202-2602,Denver,Denver,CO,US,US/Mountain
80204-1507,Denver,Denver,CO,US,US/Mountain
80204-2365,Denver,Denver,CO,US,US/Mountain
80206-4628,Denver,Denver,CO,US,US/Mountain
80210-3015,Denver,Denver,CO,US,US/Mountain
80219-2938,Denver,Denver,CO,US,US/Mountain
80220-1129,Denver,Denver,CO,US,US/Mountain
80224,Denver,Denver,CO,US,US/Mountain
80229-6506,Denver,Adams,CO,US,US/Mountain
80232-5633,Lakewood,Jefferson,CO,US,US/Mountain
80446,Granby,Grand,CO,US,US/Mountain
80610-9711,Ault,Weld,CO,US,US/Mountain
80640-8924,Henderson,Adams,CO,US,US/Mountain
80651-9111,Platteville,Weld,CO,US,US/Mountain
80805-9601,Bethune,Kit Carson,CO,US,US/Mountain
80909-4925,Colorado Springs,El Paso,CO,US,US/Mountain
83313-5116,Bellevue,Blaine,ID,US,US/Mountain
83352-5300,Shoshone,Lincoln,ID,US,US/Mountain
84015-8338,Clearfield,Davis,UT,US,US/Mountain
84070-2610,Sandy,Salt Lake,UT,US,US/Mountain
84095-8202,South Jordan,Salt Lake,UT,US,US/Mountain
84107-2641,Salt Lake City,Salt Lake,UT,US,US/Mountain
84107-3048,Salt Lake City,Salt Lake,UT,US,US/Mountain
84302-3719,Brigham City,Box Elder,UT,US,US/Mountain
84627,Ephraim,Sanpete,UT,US,US/Mountain
84701-2272,Richfield,Sevier,UT,US,US/Mountain
84721-5405,Cedar City,Iron,UT,US,US/Mountain
84761-7707,Parowan,Iron,UT,US,US/Mountain
84770-3305,Saint George,Washington,UT,US,US/Mountain
85009-3404,Phoenix,Maricopa,AZ,US,US/Mountain
85015,Phoenix,Maricopa,AZ,US,US/Mountain
85020-2506,Phoenix,Maricopa,AZ,US,US/Mountain
85022-5823,Phoenix,Maricopa,AZ,US,US/Mountain
85023-2528,Phoenix,Maricopa,AZ,US,US/Mountain
85042-6947,Phoenix,Maricopa,AZ,US,US/Mountain
85086-9334,Phoenix,Maricopa,AZ,US,US/Mountain
85251-6012,Scottsdale,Maricopa,AZ,US,US/Mountain
85301-5508,Glendale,Maricopa,AZ,US,US/Mountain
85302-3001,Glendale,Maricopa,AZ,US,US/Mountain
85303-2502,Glendale,Maricopa,AZ,US,US/Mountain
85323-2011,Avondale,Maricopa,AZ,US,US/Mountain
85323-2425,Avondale,Maricopa,AZ,US,US/Mountain
85353-2318,Tolleson,Maricopa,AZ,US,US/Mountain
85711-3325,Tucson,Pima,AZ,US,US/Mountain
85712-2735,Tucson,Pima,AZ,US,US/Mountain
85713-2729,Tucson,Pima,AZ,US,US/Mountain
85718-4813,Tucson,Pima,AZ,US,US/Mountain
85718-6502,Tucson,Pima,AZ,US,US/Mountain
87102-1322,Albuquerque,Bernalillo,NM,US,US/Mountain
87110-2952,Albuquerque,Bernalillo,NM,US,US/Mountain
87116,Albuquerque,Bernalillo,NM,US,US/Mountain
87121-2096,Albuquerque,Bernalillo,NM,US,US/Mountain
57543,Kadoka,Jackson,SD,US,US/Mountain
59823,Bonner,Missoula,MT,US,US/Mountain
79905-1206,El Paso,El Paso,TX,US,US/Mountain
79905-5341,El Paso,El Paso,TX,US,US/Mountain
79924-3803,El Paso,El Paso,TX,US,US/Mountain
79925-2034,El Paso,El Paso,TX,US,US/Mountain
80120-1034,Littleton,Arapahoe,CO,US,US/Mountain
80120-2333,Littleton,Arapahoe,CO,US,US/Mountain
80204-4435,Denver,Denver,CO,US,US/Mountain
80210-4119,Denver,Denver,CO,US,US/Mountain
80211-3611,Denver,Denver,CO,US,US/Mountain
80223-2102,Denver,Denver,CO,US,US/Mountain
80246-8110,Denver,Denver,CO,US,US/Mountain
80731,Haxtun,Logan,CO,US,US/Mountain
80751-8721,Sterling,Logan,CO,US,US/Mountain
80810-9500,Cheyenne Wells,Cheyenne,CO,US,US/Mountain
80821-9104,Hugo,Lincoln,CO,US,US/Mountain
80905-2209,Colorado Springs,El Paso,CO,US,US/Mountain
80907-7603,Colorado Springs,El Paso,CO,US,US/Mountain
80915-1619,Colorado Springs,El Paso,CO,US,US/Mountain
84015-2241,Clearfield,Davis,UT,US,US/Mountain
84040-7710,Layton,Davis,UT,US,US/Mountain
84078-4125,Vernal,Uintah,UT,US,US/Mountain
84095-9325,South Jordan,Salt Lake,UT,US,US/Mountain
84107-2638,Salt Lake City,Salt Lake,UT,US,US/Mountain
84115-3138,Salt Lake City,Salt Lake,UT,US,US/Mountain
84118-7594,Salt Lake City,Salt Lake,UT,US,US/Mountain
84302-3763,Brigham City,Box Elder,UT,US,US/Mountain
84401-4107,Ogden,Weber,UT,US,US/Mountain
84405-4074,Ogden,Weber,UT,US,US/Mountain
84405-6823,Ogden,Weber,UT,US,US/Mountain
84405-7121,Ogden,Weber,UT,US,US/Mountain
84414-7206,Ogden,Weber,UT,US,US/Mountain
84532,Moab,Grand,UT,US,US/Mountain
84604-3409,Provo,Utah,UT,US,US/Mountain
85008-2402,Phoenix,Maricopa,AZ,US,US/Mountain
85008-6312,Phoenix,Maricopa,AZ,US,US/Mountain
85009-4190,Phoenix,Maricopa,AZ,US,US/Mountain
85020-5047,Phoenix,Maricopa,AZ,US,US/Mountain
85021-2942,Phoenix,Maricopa,AZ,US,US/Mountain
85029-5024,Phoenix,Maricopa,AZ,US,US/Mountain
85031-3521,Phoenix,Maricopa,AZ,US,US/Mountain
85037-5132,Phoenix,Maricopa,AZ,US,US/Mountain
85037-5913,Phoenix,Maricopa,AZ,US,US/Mountain
85042-4656,Phoenix,Maricopa,AZ,US,US/Mountain
85044-1631,Phoenix,Maricopa,AZ,US,US/Mountain
85051-1024,Phoenix,Maricopa,AZ,US,US/Mountain
85203-4922,Mesa,Maricopa,AZ,US,US/Mountain
85248-4515,Chandler,Maricopa,AZ,US,US/Mountain
85251-6829,Scottsdale,Maricopa,AZ,US,US/Mountain
85255-3461,Scottsdale,Maricopa,AZ,US,US/Mountain
85281-4753,Tempe,Maricopa,AZ,US,US/Mountain
85282-1641,Tempe,Maricopa,AZ,US,US/Mountain
85301-2733,Glendale,Maricopa,AZ,US,US/Mountain
85301-4069,Glendale,Maricopa,AZ,US,US/Mountain
85323-1655,Avondale,Maricopa,AZ,US,US/Mountain
85351-2717,Sun City,Maricopa,AZ,US,US/Mountain
85701-2606,Tucson,Pima,AZ,US,US/Mountain
85705-1935,Tucson,Pima,AZ,US,US/Mountain
85705-9330,Tucson,Pima,AZ,US,US/Mountain
85710-7333,Tucson,Pima,AZ,US,US/Mountain
85711-3813,Tucson,Pima,AZ,US,US/Mountain
85711-5127,Tucson,Pima,AZ,US,US/Mountain
85712-5037,Tucson,Pima,AZ,US,US/Mountain
85719-1541,Tucson,Pima,AZ,US,US/Mountain
85742-8109,Tucson,Pima,AZ,US,US/Mountain
85745-9651,Tucson,Pima,AZ,US,US/Mountain
85748-1959,Tucson,Pima,AZ,US,US/Mountain
85756-3050,Tucson,Pima,AZ,US,US/Mountain
86301,Prescott,Yavapai,AZ,US,US/Mountain
87109-2307,Albuquerque,Bernalillo,NM,US,US/Mountain
87110,Albuquerque,Bernalillo,NM,US,US/Mountain
87111-6223,Albuquerque,Bernalillo,NM,US,US/Mountain
97108-9779,Beaver,Tillamook,OR,US,US/Mountain
79903-4508,El Paso,El Paso,TX,US,US/Mountain
79904-2120,El Paso,El Paso,TX,US,US/Mountain
79915-4810,El Paso,El Paso,TX,US,US/Mountain
79936-0602,El Paso,El Paso,TX,US,US/Mountain
80013-3649,Aurora,Arapahoe,CO,US,US/Mountain
80033-6702,Wheat Ridge,Jefferson,CO,US,US/Mountain
80205-4863,Denver,Denver,CO,US,US/Mountain
80206-1319,Denver,Denver,CO,US,US/Mountain
80218-1139,Denver,Denver,CO,US,US/Mountain
80222-7026,Denver,Arapahoe,CO,US,US/Mountain
80224-1317,Denver,Denver,CO,US,US/Mountain
80229-2934,Thornton,Adams,CO,US,US/Mountain
80231-3421,Denver,Arapahoe,CO,US,US/Mountain
80601-1606,Brighton,Adams,CO,US,US/Mountain
80904-2153,Colorado Springs,El Paso,CO,US,US/Mountain
80904-3948,Colorado Springs,El Paso,CO,US,US/Mountain
80906-2451,Colorado Springs,El Paso,CO,US,US/Mountain
80907-7423,Colorado Springs,El Paso,CO,US,US/Mountain
80909-1504,Colorado Springs,El Paso,CO,US,US/Mountain
81050-9767,La Junta,Otero,CO,US,US/Mountain
83672-5700,Weiser,Washington,ID,US,US/Mountain
